type,country,date_added,release_year,rating,duration,listed_in,Cluster
0,603,"July 1, 2021",1995,7,101,60,4
0,603,"July 1, 2021",2016,7,118,197,1
0,718,"July 1, 2021",2011,8,109,230,1
0,603,"July 1, 2021",2001,8,89,185,4
0,589,"July 1, 2021",2018,7,106,337,1
0,736,"July 1, 2021",1992,8,101,345,4
1,736,"July 1, 2021",2020,11,1,410,0
1,603,"July 1, 2021",2018,13,1,422,0
0,506,"July 1, 2021",2019,8,101,326,1
1,736,"July 1, 2021",2016,14,3,86,0
0,603,"July 1, 2021",2008,7,123,337,4
0,603,"July 1, 2021",2010,8,106,230,1
0,603,"July 1, 2021",2000,6,89,125,4
0,656,"July 1, 2021",2009,7,128,60,4
0,228,"July 1, 2021",1999,6,85,125,4
0,603,"July 1, 2021",2019,8,89,199,1
0,603,"July 1, 2021",2006,7,108,29,4
0,718,"July 1, 2021",2010,8,105,344,1
0,603,"July 1, 2021",2019,7,133,309,1
0,603,"July 1, 2021",1997,8,129,513,4
0,603,"July 1, 2021",1984,6,127,8,3
0,603,"July 1, 2021",1986,6,113,11,3
0,603,"July 1, 2021",1989,6,112,138,4
0,549,"July 1, 2021",2003,8,130,309,4
0,603,"July 1, 2021",1980,8,100,0,3
0,596,"July 1, 2021",2006,7,103,326,4
0,603,"July 1, 2021",2008,8,85,359,4
0,658,"July 1, 2021",2002,7,124,0,4
0,649,"July 1, 2021",2010,7,103,58,1
0,727,"July 1, 2021",2003,8,121,47,4
0,621,"July 1, 2021",2012,8,89,47,1
0,695,"July 1, 2021",2009,8,92,47,1
0,368,"July 1, 2021",2020,11,112,332,2
0,695,"July 1, 2021",1998,7,114,338,4
0,603,"July 1, 2021",1998,8,116,336,4
0,736,"July 1, 2021",2019,8,110,309,1
1,470,"July 1, 2021",2021,11,1,394,0
0,603,"June 30, 2021",2021,11,98,20,2
0,736,"June 30, 2021",2020,9,98,326,1
1,603,"June 30, 2021",2019,11,1,446,0
1,736,"June 30, 2021",2020,9,1,77,0
0,603,"June 30, 2021",2019,8,100,513,1
0,736,"June 30, 2021",2021,11,90,200,2
0,736,"June 30, 2021",2021,11,92,332,2
1,342,"June 30, 2021",2021,11,1,241,0
1,736,"June 30, 2021",2021,11,1,96,0
1,105,"June 30, 2021",2020,9,1,85,0
1,603,"June 29, 2021",2021,13,4,422,0
0,736,"June 28, 2021",2020,9,82,326,1
0,603,"June 28, 2021",2012,8,97,309,1
1,319,"June 28, 2021",2021,9,5,80,0
0,736,"June 28, 2021",2019,9,90,217,1
0,736,"June 26, 2021",2018,11,76,319,2
0,162,"June 26, 2021",2019,9,83,281,1
0,328,"June 25, 2021",2010,11,101,326,2
0,621,"June 25, 2021",2021,7,109,0,1
1,736,"June 25, 2021",2021,11,1,414,0
1,603,"June 25, 2021",2021,11,1,462,0
1,736,"June 24, 2021",2021,9,1,80,0
1,736,"June 24, 2021",2021,11,1,412,0
0,736,"June 24, 2021",2021,6,97,289,1
1,319,"June 24, 2021",2021,11,2,412,0
0,603,"June 24, 2021",2021,8,87,345,1
0,736,"June 23, 2021",2021,11,94,230,2
0,736,"June 23, 2021",2021,9,89,281,1
0,736,"June 23, 2021",2021,11,88,219,2
1,736,"June 23, 2021",2021,10,1,385,0
1,603,"June 23, 2021",2021,11,2,447,0
0,736,"June 22, 2021",2019,9,108,329,1
0,45,"June 22, 2021",2016,9,96,326,1
0,368,"June 22, 2021",2003,11,84,200,2
0,736,"June 22, 2021",2004,9,70,200,4
1,736,"June 22, 2021",2021,11,1,292,0
0,402,"June 21, 2021",2014,11,125,200,2
0,402,"June 21, 2021",2016,11,119,200,2
0,402,"June 21, 2021",2015,11,105,367,2
1,603,"June 21, 2021",2001,9,2,451,0
1,736,"June 20, 2021",2021,9,1,394,0
1,488,"June 19, 2021",2018,9,1,394,0
1,603,"June 19, 2021",2021,9,4,482,0
1,162,"June 19, 2021",2018,11,4,410,0
1,603,"June 19, 2021",2018,9,1,487,0
1,736,"June 19, 2021",2019,11,1,412,0
1,444,"June 19, 2021",2020,13,2,422,0
1,158,"June 19, 2021",2020,11,2,244,0
1,736,"June 19, 2021",2020,9,1,393,0
1,603,"June 19, 2021",2015,9,6,492,0
1,603,"June 19, 2021",2018,11,3,262,0
1,444,"June 19, 2021",2020,11,5,241,0
0,736,"June 19, 2021",1981,9,133,5,3
0,736,"June 19, 2021",1982,11,140,5,3
0,736,"June 19, 2021",1988,9,120,5,3
1,2,"June 19, 2021",2019,11,1,387,0
1,603,"June 19, 2021",2019,11,2,498,0
1,319,"June 19, 2021",2018,11,1,386,0
1,603,"June 19, 2021",2019,9,4,264,0
1,86,"June 19, 2021",2020,11,6,487,0
1,603,"June 19, 2021",2018,11,1,265,0
1,488,"June 19, 2021",2018,11,1,244,0
1,603,"June 19, 2021",2020,11,1,291,0
1,506,"June 19, 2021",2018,11,1,99,0
1,15,"June 19, 2021",2021,11,1,409,0
0,736,"June 18, 2021",2021,11,135,326,2
1,444,"June 18, 2021",2021,11,4,241,0
0,603,"June 18, 2021",2021,7,111,309,1
1,435,"June 18, 2021",2021,9,2,382,0
0,736,"June 18, 2021",2021,11,159,39,2
0,368,"June 18, 2021",2020,9,119,220,1
0,736,"June 18, 2021",1981,9,139,3,3
0,736,"June 18, 2021",2021,9,137,52,1
1,736,"June 18, 2021",2021,9,1,409,0
1,736,"June 18, 2021",2021,9,1,394,0
0,736,"June 17, 2021",2021,9,101,200,1
0,333,"June 17, 2021",2019,12,13,199,2
0,736,"June 17, 2021",2015,9,12,326,1
1,86,"June 17, 2021",2021,11,2,480,0
1,736,"June 17, 2021",2021,11,1,391,0
0,388,"June 17, 2021",2020,11,101,319,2
1,249,"June 17, 2021",2021,11,1,414,0
1,736,"June 17, 2021",2021,11,1,80,0
0,58,"June 17, 2021",2019,11,96,309,2
0,603,"June 17, 2021",2012,8,122,199,1
1,492,"June 17, 2021",2021,11,3,414,0
0,736,"June 16, 2021",2018,9,95,200,1
0,212,"June 16, 2021",2019,9,89,284,1
1,736,"June 16, 2021",2021,11,1,400,0
1,736,"June 16, 2021",2021,9,1,393,0
0,603,"June 16, 2021",2016,7,98,318,1
1,2,"June 16, 2021",2020,11,3,391,0
1,736,"June 16, 2021",2021,12,1,300,0
0,302,"June 16, 2021",2021,11,119,332,2
0,736,"June 16, 2021",2020,11,138,39,2
1,603,"June 15, 2021",2020,14,1,433,0
1,736,"June 15, 2021",2021,11,1,247,0
1,736,"June 15, 2021",2021,11,1,391,0
0,603,"June 15, 2021",1972,11,104,274,3
0,736,"June 15, 2021",2021,10,273,274,1
0,603,"June 15, 2021",2013,8,101,211,1
1,603,"June 15, 2021",2021,10,1,422,0
1,736,"June 15, 2021",2021,13,2,422,0
0,603,"June 15, 2021",2020,8,99,0,1
0,603,"June 15, 2021",2005,11,84,274,2
1,603,"June 15, 2021",2014,10,1,446,0
0,718,"June 15, 2021",2021,9,82,274,1
1,736,"June 14, 2021",2021,11,1,400,0
1,603,"June 13, 2021",2014,11,1,512,0
0,603,"June 13, 2021",2020,11,97,274,2
0,603,"June 13, 2021",2021,11,89,345,2
0,736,"June 12, 2021",2021,11,36,442,2
0,736,"June 12, 2021",2021,11,34,442,2
1,435,"June 12, 2021",2021,9,2,412,0
0,736,"June 12, 2021",2021,11,36,442,2
1,134,"June 11, 2021",2016,14,2,422,0
1,206,"June 11, 2021",2021,11,2,242,0
0,251,"June 11, 2021",2021,12,113,200,2
0,671,"June 11, 2021",2021,6,110,141,1
1,392,"June 11, 2021",2021,11,1,78,0
0,736,"June 11, 2021",2021,9,36,68,1
0,119,"June 11, 2021",2021,6,102,125,1
0,603,"June 10, 2021",2014,8,86,207,1
0,334,"June 10, 2021",2012,11,91,326,2
0,746,"June 10, 2021",2021,11,117,326,2
0,88,"June 10, 2021",2014,11,99,322,2
1,121,"June 10, 2021",2021,11,1,397,0
0,499,"June 10, 2021",2019,9,77,375,1
0,603,"June 9, 2021",2021,11,97,344,2
0,368,"June 9, 2021",2013,11,106,200,2
1,603,"June 9, 2021",2021,12,1,446,0
1,603,"June 9, 2021",2021,11,2,255,0
0,347,"June 9, 2021",2021,11,97,319,2
1,736,"June 8, 2021",2018,14,2,433,0
0,718,"June 7, 2021",2014,7,104,28,1
1,121,"June 6, 2021",2007,11,1,391,0
0,589,"June 5, 2021",2018,8,110,318,1
0,354,"June 5, 2021",2021,10,61,136,2
0,368,"June 5, 2021",2020,11,98,329,2
0,603,"June 4, 2021",2021,12,74,274,2
1,506,"June 4, 2021",2021,11,2,461,0
0,736,"June 4, 2021",2015,10,60,442,2
0,736,"June 4, 2021",2015,10,60,442,2
1,736,"June 4, 2021",2021,12,1,300,0
0,435,"June 4, 2021",2021,9,103,220,1
1,603,"June 4, 2021",2021,9,1,482,0
0,426,"June 4, 2021",2021,9,94,220,1
0,444,"June 4, 2021",2021,11,112,52,2
0,342,"June 3, 2021",2021,11,49,470,2
1,319,"June 3, 2021",2021,9,1,409,0
0,470,"June 3, 2021",2021,11,111,200,2
0,2,"June 3, 2021",2020,10,58,281,2
0,499,"June 3, 2021",2021,9,72,283,1
1,736,"June 3, 2021",2021,9,1,512,0
1,302,"June 3, 2021",2021,11,2,394,0
0,388,"June 3, 2021",2019,11,78,332,2
0,603,"June 2, 2021",2020,7,101,313,1
0,603,"June 2, 2021",2012,11,110,320,2
0,603,"June 2, 2021",2001,7,94,0,4
0,603,"June 2, 2021",2009,11,70,213,2
1,319,"June 2, 2021",2013,11,1,80,0
0,603,"June 2, 2021",2000,7,118,33,4
1,506,"June 2, 2021",2019,13,2,422,0
0,736,"June 2, 2021",2021,9,99,274,1
0,86,"June 2, 2021",1997,8,103,337,4
0,45,"June 2, 2021",2021,11,95,219,2
0,621,"June 2, 2021",2011,11,93,199,2
1,603,"June 2, 2021",2021,13,3,422,0
0,603,"June 2, 2021",2013,8,101,36,1
0,603,"June 2, 2021",2003,8,101,0,4
0,603,"June 2, 2021",2001,7,89,513,4
1,506,"June 2, 2021",2015,9,6,109,0
0,603,"June 2, 2021",2015,11,109,274,2
0,603,"June 2, 2021",2008,8,104,36,4
0,603,"June 2, 2021",2010,6,90,203,1
0,603,"June 2, 2021",1997,7,109,230,4
0,368,"June 2, 2021",2019,9,145,200,1
1,603,"June 2, 2021",2012,9,3,487,0
0,603,"June 2, 2021",2011,8,88,270,1
0,603,"June 2, 2021",2001,7,132,309,4
0,603,"June 2, 2021",1997,8,109,199,4
0,603,"June 2, 2021",2004,7,133,343,4
0,603,"June 2, 2021",2012,9,85,320,1
0,603,"June 2, 2021",2011,8,104,42,1
0,230,"June 2, 2021",2009,8,99,0,1
1,319,"June 2, 2021",2006,12,1,89,0
0,86,"June 2, 2021",2006,8,93,359,4
1,736,"June 2, 2021",2021,9,1,410,0
0,736,"June 2, 2021",2017,9,204,39,1
0,736,"June 2, 2021",2017,12,212,39,2
0,618,"June 2, 2021",2014,8,98,0,1
0,603,"June 2, 2021",2004,7,101,20,4
0,603,"June 2, 2021",1984,6,94,16,3
0,736,"June 2, 2021",2021,13,25,121,2
0,603,"June 2, 2021",2001,8,99,0,4
1,621,"June 2, 2021",1993,14,1,422,0
0,603,"June 2, 2021",1981,6,108,230,3
0,736,"June 2, 2021",2015,11,106,327,2
0,539,"June 2, 2021",2005,7,128,513,4
0,603,"June 2, 2021",2015,7,104,199,1
0,603,"June 2, 2021",1996,7,127,203,4
0,603,"June 2, 2021",1976,6,136,14,3
1,499,"June 2, 2021",2021,9,3,414,0
0,506,"June 2, 2021",2018,8,97,340,1
0,603,"June 2, 2021",2019,8,88,345,1
0,603,"June 2, 2021",2019,11,97,199,2
0,603,"June 2, 2021",2018,8,97,513,1
1,603,"May 31, 2021",2020,11,2,264,0
0,603,"May 30, 2021",2021,11,88,470,2
0,736,"May 29, 2021",2021,9,103,217,1
0,603,"May 28, 2021",2016,7,97,309,1
0,736,"May 28, 2021",2021,14,88,125,2
1,603,"May 28, 2021",2021,11,3,488,0
1,736,"May 28, 2021",2021,11,2,295,0
1,736,"May 28, 2021",2021,9,1,405,0
1,296,"May 27, 2021",2021,11,1,244,0
0,603,"May 27, 2021",2021,12,97,139,2
1,736,"May 27, 2021",2021,12,1,80,0
0,488,"May 27, 2021",2021,11,118,353,2
1,371,"May 27, 2021",2021,11,2,405,0
0,2,"May 27, 2021",2021,11,70,470,2
0,482,"May 27, 2021",2018,11,91,319,2
0,302,"May 26, 2021",2021,11,92,331,2
0,736,"May 26, 2021",2021,11,120,39,2
1,736,"May 26, 2021",2021,9,1,291,0
1,319,"May 26, 2021",2016,11,3,80,0
0,736,"May 26, 2021",2021,11,73,281,2
0,736,"May 25, 2021",2014,9,110,332,1
0,603,"May 25, 2021",2015,6,94,133,1
1,736,"May 24, 2021",2021,11,1,393,0
1,603,"May 23, 2021",2021,11,3,488,0
0,736,"May 22, 2021",2020,10,61,366,2
0,251,"May 21, 2021",2021,9,131,328,1
0,736,"May 21, 2021",2021,9,131,328,1
0,736,"May 21, 2021",2021,9,131,328,1
0,603,"May 21, 2021",2021,8,148,44,1
0,736,"May 21, 2021",2021,11,29,274,2
1,603,"May 21, 2021",2021,14,3,432,0
0,736,"May 21, 2021",2020,11,107,326,2
1,444,"May 21, 2021",2021,11,2,399,0
0,736,"May 20, 2021",2009,9,99,319,1
0,150,"May 20, 2021",2011,9,92,326,1
0,15,"May 20, 2021",2020,11,91,282,2
0,736,"May 20, 2021",2021,14,47,125,2
1,603,"May 20, 2021",2021,11,2,487,0
0,603,"May 20, 2021",2011,6,88,125,1
0,736,"May 20, 2021",2006,9,116,332,4
0,603,"May 19, 2021",2014,8,109,36,1
0,603,"May 19, 2021",2017,8,92,513,1
0,603,"May 19, 2021",1998,7,87,274,4
1,86,"May 19, 2021",1997,13,1,422,0
1,342,"May 19, 2021",2021,11,2,241,0
0,603,"May 18, 2021",2021,9,101,274,1
0,251,"May 18, 2021",2021,9,140,200,1
0,603,"May 16, 2021",2016,8,89,323,1
0,251,"May 15, 2021",2021,11,81,319,2
1,506,"May 15, 2021",2021,13,1,422,0
0,736,"May 15, 2021",2020,11,116,329,2
1,251,"May 14, 2021",2021,11,1,292,0
0,251,"May 14, 2021",2021,11,99,212,2
0,42,"May 14, 2021",2021,11,107,332,2
1,603,"May 14, 2021",2021,11,1,498,0
1,639,"May 14, 2021",2021,11,3,454,0
0,426,"May 14, 2021",2021,11,107,332,2
0,340,"May 14, 2021",2021,14,90,125,2
1,603,"May 14, 2021",2021,11,2,484,0
1,435,"May 14, 2021",2021,11,1,412,0
0,79,"May 14, 2021",2018,11,104,200,2
1,736,"May 14, 2021",2020,9,1,419,0
0,31,"May 14, 2021",2020,11,100,353,2
0,736,"May 14, 2021",2021,9,32,185,1
0,603,"May 14, 2021",2021,8,102,344,1
1,603,"May 13, 2021",2021,11,4,91,0
0,506,"May 13, 2021",2004,8,105,361,4
0,251,"May 13, 2021",2018,11,107,319,2
0,736,"May 13, 2021",2020,9,64,283,1
0,344,"May 12, 2021",2021,11,99,319,2
0,206,"May 12, 2021",2021,9,102,332,1
1,603,"May 12, 2021",2021,9,1,487,0
1,736,"May 12, 2021",2021,9,1,393,0
0,736,"May 11, 2021",2020,9,126,200,1
0,444,"May 11, 2021",2020,11,119,326,2
1,603,"May 11, 2021",2021,9,1,291,0
0,603,"May 10, 2021",2019,12,86,363,2
1,435,"May 9, 2021",2021,9,1,412,0
0,251,"May 9, 2021",2021,11,122,332,2
0,603,"May 8, 2021",2017,8,95,0,1
0,105,"May 8, 2021",2021,9,104,39,1
0,492,"May 7, 2021",1999,11,118,326,4
0,603,"May 7, 2021",2020,11,85,274,2
1,603,"May 7, 2021",2021,11,1,486,0
0,251,"May 7, 2021",2021,9,98,319,1
0,603,"May 7, 2021",2021,11,99,309,2
1,251,"May 7, 2021",2017,14,2,433,0
0,736,"May 7, 2021",2021,9,35,185,1
0,251,"May 7, 2021",2020,12,107,329,2
0,589,"May 7, 2021",2017,11,97,274,2
0,219,"May 6, 2021",2020,11,112,332,2
0,603,"May 6, 2021",2013,8,118,0,1
0,603,"May 5, 2021",2019,11,109,275,2
1,251,"May 5, 2021",2021,12,1,446,0
1,603,"May 5, 2021",2021,11,1,234,0
1,350,"May 4, 2021",2020,12,2,498,0
1,603,"May 4, 2021",2018,11,3,262,0
0,603,"May 4, 2021",2018,11,109,325,2
1,736,"May 4, 2021",2021,13,2,422,0
0,603,"May 1, 2021",2020,6,88,125,1
1,736,"May 1, 2021",2010,13,2,110,0
0,603,"May 1, 2021",2006,8,97,36,4
1,736,"May 1, 2021",2010,13,2,422,0
0,603,"May 1, 2021",1989,7,97,63,4
0,736,"May 1, 2021",2017,8,99,44,1
0,603,"May 1, 2021",2010,8,95,20,1
0,603,"May 1, 2021",2005,7,91,185,4
0,541,"May 1, 2021",2010,8,115,0,1
0,589,"May 1, 2021",2009,3,93,138,4
0,520,"May 1, 2021",2018,8,109,318,1
0,603,"May 1, 2021",2012,6,96,125,1
1,736,"May 1, 2021",2020,14,1,422,0
0,736,"May 1, 2021",2017,14,78,125,2
0,736,"May 1, 2021",2019,14,87,131,2
0,736,"May 1, 2021",2013,14,76,148,2
0,736,"May 1, 2021",2014,14,76,125,2
0,736,"May 1, 2021",2013,14,71,125,2
0,606,"May 1, 2021",2003,8,138,344,4
0,603,"May 1, 2021",2008,7,113,42,4
0,105,"May 1, 2021",2018,11,94,0,2
0,506,"May 1, 2021",2020,11,89,326,2
0,643,"May 1, 2021",1994,7,121,60,4
0,724,"May 1, 2021",2009,7,127,344,4
0,603,"May 1, 2021",2018,9,94,185,1
0,703,"May 1, 2021",2011,7,89,60,1
0,732,"May 1, 2021",2009,7,136,330,4
0,603,"May 1, 2021",2002,8,89,230,4
0,603,"May 1, 2021",2000,8,99,20,4
0,603,"May 1, 2021",2016,8,93,344,1
0,58,"May 1, 2021",2018,12,85,125,2
0,206,"May 1, 2021",1992,8,102,0,4
0,603,"May 1, 2021",2008,8,101,215,4
1,736,"April 30, 2021",2021,12,1,446,0
0,736,"April 30, 2021",2019,9,113,326,1
0,251,"April 30, 2021",2021,11,128,319,2
1,736,"April 30, 2021",2021,11,1,241,0
0,736,"April 30, 2021",2021,6,114,125,1
0,718,"April 30, 2021",2018,8,85,345,1
1,736,"April 30, 2021",2021,11,2,399,0
0,736,"April 29, 2021",2021,11,121,359,2
1,736,"April 29, 2021",2021,11,1,80,0
0,45,"April 28, 2021",2021,11,95,217,2
1,736,"April 28, 2021",2021,10,1,300,0
1,394,"April 28, 2021",2021,11,1,410,0
0,603,"April 27, 2021",2014,8,121,309,1
0,603,"April 27, 2021",2011,7,116,60,1
0,444,"April 27, 2021",2018,8,91,513,1
1,492,"April 27, 2021",2021,11,1,416,0
0,251,"April 27, 2021",2020,12,149,326,2
0,251,"April 24, 2021",2019,9,113,319,1
0,603,"April 24, 2021",2021,9,33,22,1
0,492,"April 23, 2021",2017,9,127,217,1
0,492,"April 23, 2021",2016,9,101,217,1
0,492,"April 23, 2021",2014,11,102,220,2
0,492,"April 23, 2021",2013,11,102,217,2
0,492,"April 23, 2021",2015,11,107,217,2
0,492,"April 23, 2021",2004,11,123,25,2
0,492,"April 23, 2021",2015,9,98,200,1
0,444,"April 23, 2021",2021,11,95,283,2
0,492,"April 23, 2021",2015,11,101,217,2
0,492,"April 23, 2021",2015,11,104,220,2
0,492,"April 23, 2021",2016,9,104,220,1
0,736,"April 23, 2021",2019,11,103,217,2
1,488,"April 23, 2021",2021,9,1,393,0
0,492,"April 23, 2021",2017,11,111,217,2
0,492,"April 23, 2021",2015,11,102,217,2
0,150,"April 23, 2021",2020,10,15,319,2
0,736,"April 23, 2021",2020,10,54,366,2
1,603,"April 23, 2021",2021,9,1,482,0
0,368,"April 23, 2021",2020,9,120,329,1
0,492,"April 23, 2021",2001,11,106,200,4
0,319,"April 22, 2021",2021,11,116,353,2
1,26,"April 22, 2021",2021,12,1,100,0
0,251,"April 22, 2021",2021,9,58,281,1
0,228,"April 22, 2021",2021,11,116,332,2
0,736,"April 22, 2021",2020,11,126,52,2
0,77,"April 21, 2021",2015,9,86,332,1
0,342,"April 21, 2021",2021,11,97,217,2
1,302,"April 21, 2021",2021,11,1,410,0
1,15,"April 20, 2021",2021,13,2,422,0
0,736,"April 20, 2021",2013,13,76,125,2
0,736,"April 20, 2021",2018,14,80,125,2
0,736,"April 20, 2021",2017,13,81,125,2
0,736,"April 20, 2021",2019,13,84,121,2
0,736,"April 20, 2021",2020,14,87,121,2
0,736,"April 20, 2021",2019,14,91,121,2
0,603,"April 19, 2021",2014,9,76,274,1
1,342,"April 19, 2021",2021,11,2,400,0
0,209,"April 19, 2021",2016,8,132,513,1
1,203,"April 19, 2021",2019,13,3,422,0
0,603,"April 17, 2021",1992,8,126,309,4
0,251,"April 17, 2021",2011,11,101,25,2
0,251,"April 17, 2021",2010,11,102,326,2
0,251,"April 17, 2021",2008,9,147,219,4
0,267,"April 17, 2021",2001,6,224,328,4
0,251,"April 17, 2021",2004,9,141,281,4
0,251,"April 17, 2021",2010,11,109,199,2
0,251,"April 17, 2021",2007,6,162,326,4
0,251,"April 16, 2021",2021,11,142,319,2
0,603,"April 16, 2021",2021,14,93,131,2
1,736,"April 16, 2021",2021,14,1,86,0
0,603,"April 16, 2021",2021,13,60,121,2
0,93,"April 16, 2021",2015,8,119,356,1
0,736,"April 16, 2021",2021,9,37,185,1
0,603,"April 16, 2021",2013,11,96,326,2
0,388,"April 16, 2021",2020,11,116,127,2
0,212,"April 16, 2021",2020,9,102,329,1
1,435,"April 16, 2021",2021,9,1,402,0
0,551,"April 16, 2021",2013,8,123,39,1
0,603,"April 16, 2021",2020,8,102,513,1
0,132,"April 16, 2021",2017,7,127,309,1
0,603,"April 16, 2021",2017,9,88,60,1
0,251,"April 16, 2021",2021,9,106,200,1
1,736,"April 15, 2021",2016,12,1,393,0
0,603,"April 15, 2021",2020,11,65,288,2
1,319,"April 15, 2021",2016,11,1,77,0
0,319,"April 15, 2021",2016,11,96,4,2
1,603,"April 15, 2021",2019,12,1,291,0
1,603,"April 15, 2021",2006,9,7,461,0
1,319,"April 15, 2021",2021,11,1,84,0
1,603,"April 15, 2021",2020,9,1,446,0
0,603,"April 15, 2021",2019,9,88,513,1
1,328,"April 15, 2021",2018,9,1,412,0
1,643,"April 15, 2021",2020,13,3,422,0
1,116,"April 15, 2021",2019,13,1,110,0
0,319,"April 15, 2021",2021,11,143,327,2
1,319,"April 15, 2021",2003,14,2,86,0
0,603,"April 15, 2021",2012,8,137,318,1
0,603,"April 15, 2021",2014,11,75,288,2
0,736,"April 15, 2021",2020,9,71,283,1
0,603,"April 15, 2021",1981,8,103,268,3
1,736,"April 14, 2021",2015,12,1,412,0
1,603,"April 14, 2021",2021,9,1,487,0
1,314,"April 14, 2021",2021,11,1,109,0
1,603,"April 14, 2021",2018,11,6,505,0
1,671,"April 14, 2021",2020,9,1,447,0
1,603,"April 14, 2021",2020,11,1,234,0
1,435,"April 14, 2021",2021,9,1,244,0
1,603,"April 14, 2021",2019,11,1,488,0
1,435,"April 14, 2021",2016,11,1,238,0
1,58,"April 14, 2021",2019,11,3,508,0
0,115,"April 14, 2021",2021,11,130,332,2
1,488,"April 14, 2021",2020,11,1,417,0
1,603,"April 14, 2021",2019,11,1,300,0
0,251,"April 14, 2021",2020,9,145,329,1
0,603,"April 14, 2021",2021,11,84,274,2
0,736,"April 13, 2021",2017,14,84,148,2
0,736,"April 13, 2021",2018,14,77,131,2
0,736,"April 13, 2021",2018,14,86,148,2
0,736,"April 13, 2021",2019,14,79,121,2
1,616,"April 13, 2021",2021,12,1,291,0
0,736,"April 13, 2021",2018,14,80,121,2
0,736,"April 13, 2021",2019,14,81,121,2
0,736,"April 13, 2021",2017,13,78,121,2
1,301,"April 13, 2021",2020,12,1,461,0
0,105,"April 12, 2021",2021,9,118,5,1
1,603,"April 12, 2021",2018,10,4,433,0
1,736,"April 11, 2021",2021,9,1,385,0
0,603,"April 10, 2021",2020,8,102,185,1
1,105,"April 9, 2021",2020,9,1,81,0
0,435,"April 9, 2021",2021,11,132,326,2
0,368,"April 9, 2021",2016,11,108,332,2
0,251,"April 9, 2021",2021,9,133,209,1
0,603,"April 9, 2021",2021,7,107,20,1
0,603,"April 9, 2021",2021,11,32,309,2
0,272,"April 8, 2021",2020,12,78,329,2
1,319,"April 8, 2021",2021,11,1,80,0
0,736,"April 7, 2021",2021,12,55,288,2
1,251,"April 7, 2021",2021,9,2,386,0
1,736,"April 7, 2021",2021,11,1,447,0
1,736,"April 7, 2021",2021,11,1,237,0
0,736,"April 6, 2021",2021,14,92,125,2
0,636,"April 5, 2021",2020,11,86,274,2
0,251,"April 5, 2021",2021,9,140,200,1
0,57,"April 4, 2021",2020,11,143,326,2
0,603,"April 4, 2021",2020,11,88,359,2
0,621,"April 3, 2021",2013,6,89,133,1
0,603,"April 2, 2021",2006,7,93,185,4
0,105,"April 2, 2021",2018,8,97,39,1
0,621,"April 2, 2021",2012,13,94,127,2
0,589,"April 2, 2021",2021,8,112,318,1
0,603,"April 2, 2021",2019,8,100,0,1
0,368,"April 2, 2021",2018,11,120,312,2
0,251,"April 2, 2021",2021,11,91,375,2
0,354,"April 2, 2021",2021,11,98,220,2
0,162,"April 2, 2021",2021,11,113,326,2
0,724,"April 2, 2021",2008,7,98,230,4
0,603,"April 2, 2021",2017,6,91,125,1
0,603,"April 1, 2021",2009,7,158,60,4
0,251,"April 1, 2021",2009,7,164,200,4
0,251,"April 1, 2021",2012,12,133,222,2
1,736,"April 1, 2021",2020,12,1,292,0
0,331,"April 1, 2021",2019,12,75,281,2
0,621,"April 1, 2021",2010,7,103,359,1
0,621,"April 1, 2021",2015,8,90,44,1
0,322,"April 1, 2021",2016,7,116,60,1
0,603,"April 1, 2021",2001,7,96,230,4
0,251,"April 1, 2021",2020,9,121,326,1
1,741,"April 1, 2021",2021,10,2,294,0
